Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55108658,No es un río,Selva Almada,"Almada, Selva",,"=""987769123X""","=""9789877691238""",0,3.89,Random House,Kindle Edition,104,2020,2020,,2020/11/24,to-read,to-read (#845),to-read,,,,0,0
1618911,Los suicidas del fin del mundo: Crónica de un pueblo patagónico,Leila Guerriero,"Guerriero, Leila",,"=""848310346X""","=""9788483103463""",0,4.05,Tusquets,Paperback,240,2006,2005,,2020/11/24,to-read,to-read (#844),to-read,,,,0,0
61049,Autobiography of Red,Anne Carson,"Carson, Anne",Stesichorus,"=""037570129X""","=""9780375701290""",0,4.26,Vintage Books,Paperback,160,1999,1998,,2020/11/24,to-read,to-read (#843),to-read,,,,0,0
40988961,The Other Americans,Laila Lalami,"Lalami, Laila",,"=""1524747149""","=""9781524747145""",0,3.90,Pantheon,Hardcover,320,2019,2019,,2020/03/29,to-read,to-read (#344),to-read,,,,0,0
51168664,Where the Wild Ladies Are,Aoko Matsuda,"Matsuda, Aoko",Polly Barton,"=""1593766904""","=""9781593766900""",0,3.76,Soft Skull,Paperback,288,2020,2016,,2020/11/22,to-read,to-read (#842),to-read,,,,0,0
16566506,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517646""","=""9781933517643""",0,4.05,Wave Books,ebook,112,2009,2009,,2020/11/19,to-read,to-read (#841),to-read,,,,0,0
44436221,Interior Chinatown,Charles Yu,"Yu, Charles",,"=""""","=""""",0,3.94,Pantheon,Hardcover,288,2020,2020,,2020/11/19,to-read,to-read (#840),to-read,,,,0,0
51582376,The Secret Lives of Church Ladies,Deesha Philyaw,"Philyaw, Deesha",,"=""1949199738""","=""9781949199734""",0,4.14,West Virginia University Press,Paperback,217,2020,2020,,2020/11/19,to-read,to-read (#839),to-read,,,,0,0
53122391,A Children's Bible,Lydia Millet,"Millet, Lydia",,"=""1324005033""","=""9781324005032""",0,3.71,W. W. Norton  Company,Hardcover,224,2020,2020,,2020/11/19,to-read,to-read (#838),to-read,,,,0,0
10223697,The Summer Without Men,Siri Hustvedt,"Hustvedt, Siri",,"=""0312570600""","=""9780312570606""",0,3.46,Picador,Paperback,182,2011,2011,,2020/11/18,to-read,to-read (#837),to-read,,,,0,0
44141594,Calm Sea and Prosperous Voyage: The Selected Stories of Bette Howland,Bette Howland,"Howland, Bette",,"=""0998267503""","=""9780998267500""",0,3.74,A Public Space Books,Hardcover,336,2019,2019,,2020/11/18,to-read,to-read (#836),to-read,,,,0,0
52008094,Nights When Nothing Happened,Simon Han,"Han, Simon",,"=""0593086058""","=""9780593086056""",0,3.31,Riverhead Books,Hardcover,272,2020,2020,,2020/11/18,to-read,to-read (#835),to-read,,,,0,0
19323399,The Face of Another,Kōbō Abe,"Abe, Kōbō",,"=""""","=""""",0,3.74,Vintage,Kindle Edition,258,2011,1964,,2020/11/17,to-read,to-read (#834),to-read,,,,0,0
133974,The Pillowman,Martin McDonagh,"McDonagh, Martin",,"=""0571220320""","=""9780571220328""",0,4.29,Faber & Faber,Paperback,104,2004,2003,,2020/11/14,to-read,to-read (#833),to-read,,,,0,0
86036,Myra Breckinridge,Gore Vidal,"Vidal, Gore",,"=""1125979488""","=""9781125979488""",0,3.57,"Little, Brown & Company",Hardcover,264,1968,1968,,2020/11/14,to-read,to-read (#832),to-read,,,,0,0
57791,What I Saw: Reports from Berlin 1920-1933,Joseph Roth,"Roth, Joseph",,"=""0393325822""","=""9780393325829""",0,4.05,W. W. Norton & Company,Paperback,227,2004,1984,,2020/11/14,to-read,to-read (#831),to-read,,,,0,0
347358,"Tempest-Tost (Salterton Trilogy, #1)",Robertson Davies,"Davies, Robertson",,"=""0140054316""","=""9780140054316""",0,4.03,Penguin Canada,Paperback,248,1980,1951,,2020/11/14,to-read,to-read (#830),to-read,,,,0,0
50264398,Ellas hablan,Miriam Toews,"Toews, Miriam",Julia Osuna Aguilar,"=""8417517669""","=""9788417517663""",0,3.62,Sexto Piso,Paperback,189,2020,2018,,2020/11/14,to-read,to-read (#829),to-read,,,,0,0
28588169,The Invisibility Cloak,Ge Fei,"Fei, Ge",Canaan Morse,"=""1681370204""","=""9781681370200""",0,3.73,New York Review Books,Paperback,126,2016,2012,,2020/11/14,to-read,to-read (#828),to-read,,,,0,0
23391456,Iza's Ballad,Magda Szabó,"Szabó, Magda",George Szirtes,"=""""","=""""",0,4.32,Vintage Digital,Kindle Edition,340,2014,1963,,2020/11/14,to-read,to-read (#827),to-read,,,,0,0
188442,A House and Its Head,Ivy Compton-Burnett,"Compton-Burnett, Ivy",Francine Prose,"=""0940322641""","=""9780940322646""",0,3.47,NYRB Classics,Paperback,291,2001,1935,,2020/11/14,to-read,to-read (#826),to-read,,,,0,0
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",4,4.04,Mariner Books,Paperback,194,2018,2018,2020/11/14,2020/10/25,,,read,,,,1,0
40163362,We Cast a Shadow,Maurice Carlos Ruffin,"Ruffin, Maurice Carlos",,"=""0525509062""","=""9780525509066""",0,3.62,One World,Hardcover,336,2019,2019,,2020/11/14,to-read,to-read (#825),to-read,,,,0,0
35412372,Freshwater,Akwaeke Emezi,"Emezi, Akwaeke",,"=""0802127355""","=""9780802127358""",0,4.01,Grove Press,Hardcover,229,2018,2018,,2020/11/14,to-read,to-read (#823),to-read,,,,0,0
40245130,Lost Children Archive,Valeria Luiselli,"Luiselli, Valeria",,"=""0525520619""","=""9780525520610""",0,3.80,Knopf,Hardcover,385,2019,2019,,2020/11/14,to-read,to-read (#822),to-read,,,,0,0
38594267,The Idea of Perfection,Kate Grenville,"Grenville, Kate",,"=""1509823433""","=""9781509823437""",0,3.65,Picador Classic,Paperback,401,2017,1999,,2020/11/14,to-read,to-read (#821),to-read,,,,0,0
50272339,Poeta chileno,Alejandro Zambra,"Zambra, Alejandro",,"=""8433998935""","=""9788433998934""",0,4.37,Anagrama,Paperback,421,2020,2020,,2020/11/14,to-read,to-read (#820),to-read,,,,0,0
22522167,Frog,Mo Yan,"Yan, Mo",Howard Goldblatt,"=""0525427988""","=""9780525427988""",0,3.81,Viking,Hardcover,384,2015,2009,,2020/11/14,to-read,to-read (#819),to-read,,,,0,0
30375706,Things We Lost in the Fire,Mariana Enriquez,"Enriquez, Mariana",,"=""045149511X""","=""9780451495112""",0,4.05,Hogarth,Hardcover,192,2017,2016,,2020/11/14,to-read,to-read (#818),to-read,,,,0,0
378391,"Memoirs of the Comtesse de Boigne, Vol.I 1781-1815",Adèle d'Osmond,"d'Osmond, Adèle",Anka Muhlstein,"=""1885586639""","=""9781885586636""",0,3.96,Helen Marx Books,Paperback,304,2000,1999,,2020/11/14,to-read,to-read (#817),to-read,,,,0,0
22542595,My Documents,Alejandro Zambra,"Zambra, Alejandro",Megan McDowell,"=""1940450527""","=""9781940450520""",0,3.99,McSweeney's,Paperback,241,2015,2013,,2020/11/14,to-read,to-read (#816),to-read,,,,0,0
40605223,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""""","=""""",0,3.52,Gallery/Scout Press,Kindle Edition,241,2016,2016,,2020/11/12,to-read,to-read (#815),to-read,,,,0,0
49631287,The Mountains Sing,Nguyễn Phan Quế Mai,"Mai, Nguyễn Phan Quế",,"=""161620818X""","=""9781616208189""",0,4.31,Algonquin Books,Hardcover,342,2020,2020,,2020/11/12,to-read,to-read (#814),to-read,,,,0,0
618395,This Thing of Darkness,Harry Thompson,"Thompson, Harry",,"=""0755302818""","=""9780755302819""",0,4.51,Headline Review,Paperback,750,2006,2005,,2020/11/11,to-read,to-read (#813),to-read,,,,0,0
67699,The Charioteer,Mary Renault,"Renault, Mary",,"=""0375714189""","=""9780375714184""",0,4.11,Vintage Books,Paperback,347,2003,,,2020/11/05,to-read,to-read (#812),to-read,,,,0,0
15836,Fugitive Pieces,Anne  Michaels,"Michaels, Anne",,"=""0679776591""","=""9780679776598""",0,3.92,Knopf Doubleday Publishing Group,Paperback,294,1998,1996,,2020/11/01,to-read,to-read (#811),to-read,,,,0,0
42770439,The Archive of Alternate Endings,Lindsey Drager,"Drager, Lindsey",,"=""1945814829""","=""9781945814822""",0,4.06,Dzanc Books,Paperback,159,2019,2019,,2020/11/01,to-read,to-read (#810),to-read,,,,0,0
36479356,American Sonnets for My Past and Future Assassin,Terrance Hayes,"Hayes, Terrance",,"=""0143133187""","=""9780143133186""",0,4.27,Penguin Books Ltd,Paperback,91,2018,2018,,2020/11/01,to-read,to-read (#809),to-read,,,,0,0
44334645,Animalia,Jean-Baptiste Del Amo,"Amo, Jean-Baptiste Del",Frank Wynne,"=""""","=""""",0,4.13,Fitzcarraldo Editions,ebook,424,2019,2016,,2020/11/01,to-read,to-read (#808),to-read,,,,0,0
49083140,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""1910312649""","=""9781910312643""",0,3.73,Influx Press,ebook,304,2020,2020,,2020/11/01,to-read,to-read (#807),to-read,,,,0,0
43300954,High as the Waters Rise,Anja Kampmann,"Kampmann, Anja",,"=""1948226529""","=""9781948226523""",0,3.09,Catapult,Hardcover,320,2020,2018,,2020/11/01,to-read,to-read (#806),to-read,,,,0,0
15818482,The Beautiful Indifference,Sarah Hall,"Hall, Sarah",,"=""0062208454""","=""9780062208453""",0,3.76,Harper Perennial,Paperback,187,2013,2011,,2020/11/01,to-read,to-read (#805),to-read,,,,0,0
76079,The Life of Insects,Victor Pelevin,"Pelevin, Victor",Andrew Bromfield,"=""0571194052""","=""9780571194056""",0,3.85,Faber & Faber,Paperback,176,1999,1993,,2020/11/01,to-read,to-read (#804),to-read,,,,0,0
43980,A History of the World in 10½  Chapters,Julian Barnes,"Barnes, Julian",,"=""0679731377""","=""9780679731375""",0,3.88,Vintage,Paperback,320,1990,1989,,2020/11/01,to-read,to-read (#803),to-read,,,,0,0
84512,Look at Me,Anita Brookner,"Brookner, Anita",,"=""0140147454""","=""9780140147452""",0,3.95,Penguin,Paperback,192,1999,1983,,2020/11/01,to-read,to-read (#802),to-read,,,,0,0
148639,Waterland,Graham Swift,"Swift, Graham",,"=""0330336320""","=""9780330336321""",0,3.90,Picador,Paperback,368,1999,1983,,2020/11/01,to-read,to-read (#801),to-read,,,,0,0
80268,The Holy Terrors,Jean Cocteau,"Cocteau, Jean",Rosamond Lehmann,"=""0811200213""","=""9780811200219""",0,3.70,New Directions Publishing Corporation (NY),Paperback,192,1966,1929,,2020/11/01,to-read,to-read (#800),to-read,,,,0,0
44788820,Savage Gods,Paul Kingsnorth,"Kingsnorth, Paul",,"=""1937512851""","=""9781937512859""",0,3.91,Two Dollar Radio,Paperback,142,2019,2019,,2020/11/01,to-read,to-read (#799),to-read,,,,0,0
49869087,The Mermaid of Black Conch,Monique Roffey,"Roffey, Monique",,"=""184523457X""","=""9781845234577""",0,3.87,Peepal Tree Press Ltd,Paperback,187,2020,2020,,2020/11/01,to-read,to-read (#798),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",0,4.22,Bloomsbury,Hardcover,272,2020,2020,,2020/11/01,to-read,to-read (#797),to-read,,,,0,0
3137670,Consejos de un discípulo de Morrison a un fanático de Joyce seguido de Diario de bar,Roberto Bolaño,"Bolaño, Roberto",A.G. Porta,"=""8496489396""","=""9788496489394""",0,3.60,Acantilado,Paperback,184,2006,1984,,2020/11/01,to-read,to-read (#796),to-read,,,,0,0
537640,Last Evenings on Earth,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811216888""","=""9780811216883""",0,4.10,New Directions,Paperback,219,2007,1997,,2020/11/01,to-read,to-read (#795),to-read,,,,0,0
44786620,An Honest Man,Ben Fergusson,"Fergusson, Ben",,"=""1408708930""","=""9781408708934""",0,4.23,Hachette Australia,Paperback,384,2019,2019,,2020/10/31,to-read,to-read (#794),to-read,,,,0,0
42519313,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""0062913484""","=""9780062913487""",0,3.96,Ecco,ebook,288,2019,2019,,2020/10/31,to-read,to-read (#793),to-read,,,,0,0
2163376,El miedo a los animales,Enrique Serna,"Serna, Enrique",,"=""968270894X""","=""9789682708947""",4,4.02,Joaquin Mortiz Editorial,Paperback,269,2018,1995,2020/03/21,2009/01/20,favorite-list,favorite-list (#68),read,,,,1,0
632391,You Are Not a Stranger Here,Adam Haslett,"Haslett, Adam",,"=""0385720726""","=""9780385720724""",4,3.96,Anchor,Paperback,256,2003,2002,2020/03/31,2020/03/21,favorite-list,favorite-list (#67),read,Wonderful collection of short stories. My favorite: The Good Doctor.,,,1,0
34847511,Temporada de huracanes,Fernanda Melchor,"Melchor, Fernanda",,"=""6073152736""","=""9786073152730""",4,4.04,Penguin Random House Grupo Editorial,Paperback,224,2017,2017,2020/08/15,2020/08/14,favorite-list,favorite-list (#66),read,Prosa de herida abierta.,,,1,0
624641,The Dreamers,Gilbert Adair,"Adair, Gilbert",,"=""0571216269""","=""9780571216260""",5,3.63,Faber & Faber,Paperback,208,2004,1988,2020/10/20,2020/06/28,favorite-list,favorite-list (#64),read,Descendiente directo de Les Enfants Terribles,,,1,0
182381,Cranford,Elizabeth Gaskell,"Gaskell, Elizabeth",Patricia Ingham,"=""0141439882""","=""9780141439884""",5,3.83,Penguin Classics,Paperback,257,2006,1853,,2020/06/05,favorite-list,favorite-list (#63),read,,,,1,0
1008335,The Crime of Father Amaro,Eça de Queirós,"Queirós, Eça de",Margaret Jull Costa,"=""0811215326""","=""9780811215329""",5,4.15,New Directions,Paperback,471,2003,1875,2020/08/01,2020/07/21,favorite-list,favorite-list (#62),read,,,,1,0
843365,How The Garcia Girls Lost Their Accents (Turtleback School & Library Binding Edition),Julia Alvarez,"Alvarez, Julia",,"=""061303211X""","=""9780613032117""",5,3.62,Turtleback Books,School & Library Binding,304,1992,1991,,2009/10/09,favorite-list,favorite-list (#61),read,,,,1,0
28477973,En attendant Bojangles,Olivier Bourdeaut,"Bourdeaut, Olivier",,"=""2363390636""","=""9782363390639""",0,4.22,Finitudes,Paperback,159,2015,2016,,2020/07/09,"to-read, get-now","to-read (#644), get-now (#6)",to-read,,,,0,0
27885839,El desapego es una manera de querernos,Selva Almada,"Almada, Selva",,"=""9873650954""","=""9789873650956""",0,3.77,Literatura Random House,Paperback,291,2015,2015,,2020/08/30,"to-read, get-now","to-read (#689), get-now (#5)",to-read,,,,0,0
10351912,"Agosto, octubre",Andrés Barba,"Barba, Andrés",,"=""8433972162""","=""9788433972163""",0,3.47,Anagrama,Paperback,146,2010,2010,,2020/06/07,"to-read, get-now","to-read (#438), get-now (#4)",to-read,,,,0,0
35708940,The Enlightenment of the Greengage Tree,Shokoofeh Azar,"Azar, Shokoofeh",Adrien Kijek,"=""098738130X""","=""9780987381309""",0,3.77,Wild Dingo Press,Paperback,268,2017,2017,,2020/10/30,"to-read, get-now","to-read (#785), get-now (#3)",to-read,,,,0,0
27261830,The Fugue,Gint Aras,"Aras, Gint",,"=""1939987407""","=""9781939987402""",0,4.05,Chicago Center for Literature and Photography,Paperback,516,2015,,,2020/06/07,"to-read, get-now","to-read (#423), get-now (#2)",to-read,,,,0,0
